01.10.2023,1.2,
02.10.2023,1.5,
03.10.2023,2.8,
04.10.2024,4.5,
05.10.2024,3.1,
06.10.2024,3.4,
07.10.2025,6.9,
08.10.2025,4,
09.10.2025,1.1,
10.10.2026,2.4,
11.10.2026,3.2,
12.10.2024,5.5,
13.10.2027,2.4,
14.10.2027,3.5,
15.10.2027,3.1,
16.10.2028,4,
17.10.2028,1.7,
18.10.2028,1.7,
19.10.2029,2.1,
20.10.2029,4.5,
21.10.2029,2.1,
22.10.2030,2,
23.10.2030,0.9,
24.10.2030,3.3,
25.10.2031,2.8,
26.10.2031,1.9,
27.10.2031,3,
28.10.2032,4.2,
29.10.2032,2.1,
30.10.2032,1.9,
31.10.2033,6.1,
